,video,image,group_original,group_2,group_3,group_4,group_5
2664,2020-09-29-09-46-42-3,970329182s691ms.jpg,1.0,0.0,0.0,0.0,1.0
2665,2020-09-24-3,969904861s177ms.jpg,2.0,1.0,1.0,1.0,2.0
2666,2020-09-29-09-46-42-3,970328656s699ms.jpg,1.0,0.0,0.0,0.0,0.0
2667,2020-09-29-09-46-42-3,970328572s715ms.jpg,1.0,0.0,0.0,1.0,1.0
2668,2020-09-29-09-46-42-1,970326485s790ms.jpg,1.0,0.0,0.0,0.0,1.0
2669,2020-09-29-09-46-42-3,970328314s690ms.jpg,0.0,0.0,0.0,0.0,0.0
2670,2020-10-02-10-17-05-3,970588363s250ms.jpg,1.0,0.0,0.0,0.0,0.0
2671,2020-09-24-1,969902073s251ms.jpg,0.0,0.0,0.0,0.0,0.0
2672,2020-09-29-09-46-42-2,970326880s204ms.jpg,2.0,1.0,1.0,2.0,2.0
2673,2020-09-24-3,969905238s187ms.jpg,0.0,0.0,0.0,0.0,0.0
2674,2020-09-29-09-46-42-3,970329429s704ms.jpg,2.0,1.0,1.0,2.0,2.0
2675,2020-09-29-09-46-42-3,970328853s695ms.jpg,1.0,0.0,0.0,0.0,1.0
2676,2020-09-24-3,969905169s184ms.jpg,1.0,0.0,0.0,1.0,1.0
2677,2020-09-24-3,969905345s193ms.jpg,1.0,0.0,0.0,1.0,1.0
2678,2020-09-24-1,969902310s255ms.jpg,3.0,1.0,2.0,3.0,4.0
2679,2020-09-29-09-46-42-3,970329746s687ms.jpg,3.0,1.0,1.0,2.0,3.0
2680,2020-09-29-09-46-42-1,970326669s808ms.jpg,0.0,0.0,0.0,0.0,0.0
2681,2020-09-23-VIRB0008,969832387s649ms.jpg,3.0,1.0,1.0,2.0,3.0
2682,2020-09-29-09-46-42-1,970325638s811ms.jpg,0.0,0.0,0.0,0.0,0.0
2683,2020-07-28-06-01-11,964868824s710ms.jpg,2.0,1.0,1.0,2.0,2.0
2684,2020-09-29-09-46-42-3,970329176s685ms.jpg,1.0,0.0,0.0,0.0,1.0
2685,2020-10-02-10-17-05-3,970588582s268ms.jpg,1.0,0.0,1.0,1.0,1.0
2686,2020-09-29-09-46-42-1,970326503s808ms.jpg,1.0,0.0,0.0,0.0,1.0
2687,2020-09-24-1,969902402s247ms.jpg,1.0,0.0,1.0,1.0,1.0
2688,2020-09-24-3,969906037s185ms.jpg,2.0,0.0,1.0,1.0,1.0
2689,2020-09-29-09-46-42-4,970330249s176ms.jpg,0.0,0.0,0.0,0.0,0.0
2690,2020-09-29-09-46-42-3,970329604s712ms.jpg,1.0,0.0,0.0,1.0,1.0
2691,2020-09-24-3,969905248s197ms.jpg,1.0,0.0,0.0,0.0,1.0
2692,2020-09-29-09-46-42-2,970327047s204ms.jpg,2.0,0.0,1.0,1.0,2.0
2693,2020-09-24-3,969904840s189ms.jpg,0.0,0.0,0.0,0.0,0.0
2694,2020-09-29-09-46-42-2,970328232s221ms.jpg,2.0,0.0,1.0,1.0,2.0
2695,2020-07-28-06-01-11,964869839s724ms.jpg,2.0,1.0,1.0,1.0,2.0
2696,2020-09-24-1,969901973s251ms.jpg,0.0,0.0,0.0,0.0,0.0
2697,2020-09-29-09-46-42-3,970328562s705ms.jpg,1.0,0.0,0.0,0.0,1.0
2698,2020-09-29-09-46-42-3,970328720s696ms.jpg,0.0,0.0,0.0,0.0,0.0
2699,2020-07-28-06-01-11,964868938s724ms.jpg,2.0,1.0,1.0,2.0,2.0
2700,2020-09-29-09-46-42-2,970328252s208ms.jpg,3.0,1.0,2.0,2.0,3.0
2701,2020-09-24-1,969902661s239ms.jpg,1.0,0.0,0.0,1.0,1.0
2702,2020-10-02-10-17-05-3,970588480s267ms.jpg,2.0,0.0,1.0,1.0,2.0
2703,2020-09-29-09-46-42-3,970328812s688ms.jpg,0.0,0.0,0.0,0.0,0.0
2704,2020-09-29-09-46-42-4,970329920s180ms.jpg,3.0,1.0,1.0,2.0,3.0
2705,2020-09-29-09-46-42-1,970325805s811ms.jpg,1.0,0.0,1.0,1.0,1.0
2706,2020-09-29-09-46-42-1,970325822s795ms.jpg,1.0,0.0,0.0,1.0,1.0
2707,2020-09-29-09-46-42-4,970329960s187ms.jpg,2.0,0.0,1.0,1.0,2.0
2708,2020-09-29-09-46-42-1,970326034s807ms.jpg,3.0,1.0,2.0,3.0,4.0
2709,2020-09-24-1,969901952s230ms.jpg,0.0,0.0,0.0,0.0,0.0
2710,2020-09-24-3,969905781s196ms.jpg,0.0,0.0,0.0,0.0,0.0
2711,2020-10-02-10-17-05-3,970588167s254ms.jpg,1.0,0.0,0.0,1.0,1.0
2712,2020-09-24-1,969902427s238ms.jpg,3.0,1.0,1.0,2.0,3.0
2713,2020-07-28-06-01-11,964869238s723ms.jpg,3.0,1.0,1.0,2.0,2.0
2714,2020-09-24-1,969902958s235ms.jpg,2.0,0.0,1.0,1.0,2.0
2715,2020-09-29-09-46-42-4,970330256s183ms.jpg,0.0,0.0,0.0,0.0,0.0
2716,2020-09-29-09-46-42-3,970328891s700ms.jpg,2.0,0.0,1.0,1.0,2.0
2717,2020-09-24-1,969902327s238ms.jpg,3.0,1.0,1.0,2.0,3.0
2718,2020-09-29-09-46-42-1,970325979s785ms.jpg,1.0,0.0,0.0,0.0,1.0
2719,2020-09-24-1,969902161s239ms.jpg,3.0,1.0,2.0,3.0,3.0
2720,2020-09-29-09-46-42-3,970329583s691ms.jpg,1.0,0.0,1.0,1.0,1.0
2721,2020-09-24-1,969902588s232ms.jpg,0.0,0.0,0.0,0.0,0.0
2722,2020-10-02-10-17-05-3,970588545s265ms.jpg,2.0,1.0,1.0,2.0,2.0
2723,2020-09-24-1,969902570s248ms.jpg,1.0,0.0,1.0,1.0,1.0
2724,2020-09-29-09-46-42-4,970330190s183ms.jpg,1.0,0.0,0.0,1.0,1.0
2725,2020-07-28-06-01-11,964868927s713ms.jpg,3.0,1.0,2.0,2.0,3.0
2726,2020-09-29-09-46-42-1,970325827s800ms.jpg,3.0,1.0,2.0,2.0,3.0
2727,2020-09-29-09-46-42-2,970326943s200ms.jpg,2.0,0.0,1.0,1.0,2.0
2728,2020-09-29-09-46-42-4,970329955s182ms.jpg,1.0,0.0,0.0,1.0,1.0
2729,2020-10-02-10-17-05-3,970588284s271ms.jpg,0.0,0.0,0.0,0.0,0.0
2730,2020-07-28-06-01-11,964869414s699ms.jpg,1.0,0.0,0.0,1.0,1.0
2731,2020-09-29-09-46-42-1,970325993s799ms.jpg,1.0,0.0,0.0,1.0,1.0
2732,2020-09-29-09-46-42-2,970327007s230ms.jpg,1.0,0.0,1.0,1.0,1.0
2733,2020-09-24-3,969905309s191ms.jpg,3.0,1.0,2.0,3.0,4.0
2734,2020-09-29-09-46-42-4,970330170s197ms.jpg,0.0,0.0,0.0,0.0,0.0
2735,2020-07-28-06-01-11,964868959s711ms.jpg,1.0,0.0,0.0,1.0,1.0
2736,2020-09-24-3,969905711s192ms.jpg,2.0,0.0,1.0,1.0,2.0
2737,2020-09-24-3,969905157s172ms.jpg,1.0,0.0,0.0,1.0,1.0
2738,2020-09-29-09-46-42-3,970329602s710ms.jpg,1.0,0.0,1.0,1.0,1.0
2739,2020-07-28-06-01-11,964869642s727ms.jpg,3.0,1.0,2.0,2.0,3.0
2740,2020-09-29-09-46-42-3,970328497s706ms.jpg,0.0,0.0,0.0,0.0,0.0
2741,2020-09-24-4,969906283s650ms.jpg,1.0,0.0,0.0,0.0,1.0
2742,2020-09-24-1,969902345s256ms.jpg,2.0,1.0,1.0,1.0,2.0
2743,2020-07-28-06-01-11,964868799s718ms.jpg,0.0,0.0,0.0,0.0,0.0
2744,2020-09-24-1,969901836s248ms.jpg,0.0,0.0,0.0,0.0,0.0
2745,2020-09-29-09-46-42-3,970329703s711ms.jpg,0.0,0.0,0.0,0.0,0.0
2746,2020-09-24-1,969902794s238ms.jpg,0.0,0.0,0.0,0.0,0.0
2747,2020-09-29-09-46-42-3,970328990s699ms.jpg,0.0,0.0,0.0,0.0,0.0
2748,2020-09-29-09-46-42-3,970328541s717ms.jpg,2.0,1.0,1.0,1.0,2.0
2749,2020-09-29-09-46-42-1,970326632s804ms.jpg,1.0,0.0,0.0,0.0,1.0
2750,2020-10-02-10-17-05-3,970588118s272ms.jpg,3.0,1.0,1.0,2.0,2.0
2751,2020-10-02-10-17-05-3,970588485s272ms.jpg,1.0,0.0,1.0,1.0,1.0
2752,2020-09-24-3,969905445s193ms.jpg,1.0,0.0,0.0,1.0,1.0
2753,2020-07-28-06-01-11,964868779s698ms.jpg,1.0,0.0,0.0,1.0,1.0
2754,2020-09-24-1,969902697s241ms.jpg,2.0,0.0,1.0,1.0,2.0
2755,2020-09-29-09-46-42-4,970330406s199ms.jpg,2.0,0.0,1.0,1.0,2.0
2756,2020-09-24-1,969902078s256ms.jpg,1.0,0.0,0.0,1.0,1.0
2757,2020-09-29-09-46-42-3,970328877s686ms.jpg,2.0,0.0,1.0,1.0,2.0
2758,2020-09-29-09-46-42-4,970330230s190ms.jpg,1.0,0.0,0.0,0.0,0.0
2759,2020-09-24-3,969905121s170ms.jpg,1.0,0.0,0.0,1.0,1.0
2760,2020-09-29-09-46-42-1,970326512s784ms.jpg,2.0,1.0,1.0,2.0,2.0
2761,2020-09-24-1,969903014s258ms.jpg,2.0,0.0,1.0,1.0,1.0
2762,2020-09-24-1,969902484s229ms.jpg,3.0,1.0,2.0,2.0,3.0
2763,2020-09-29-09-46-42-4,970330123s183ms.jpg,1.0,0.0,0.0,1.0,1.0
2764,2020-09-29-09-46-42-1,970325662s802ms.jpg,1.0,0.0,0.0,1.0,1.0
2765,2020-09-29-09-46-42-1,970326466s805ms.jpg,2.0,1.0,1.0,2.0,2.0
2766,2020-09-29-09-46-42-4,970330425s185ms.jpg,3.0,1.0,2.0,2.0,3.0
2767,2020-09-24-3,969905702s183ms.jpg,0.0,0.0,0.0,0.0,0.0
2768,2020-09-29-09-46-42-4,970329800s194ms.jpg,0.0,0.0,0.0,0.0,0.0
2769,2020-09-29-09-46-42-3,970329462s704ms.jpg,3.0,1.0,1.0,2.0,2.0
2770,2020-09-29-09-46-42-1,970326269s808ms.jpg,1.0,0.0,0.0,1.0,1.0
2771,2020-09-29-09-46-42-1,970326215s787ms.jpg,0.0,0.0,0.0,0.0,0.0
2772,2020-09-29-09-46-42-4,970330349s175ms.jpg,3.0,1.0,2.0,3.0,3.0
2773,2020-09-24-1,969901874s253ms.jpg,1.0,0.0,0.0,0.0,1.0
2774,2020-09-24-3,969905474s189ms.jpg,1.0,0.0,0.0,0.0,0.0
2775,2020-07-28-06-01-11,964869898s716ms.jpg,2.0,1.0,1.0,1.0,2.0
2776,2020-07-28-06-01-11,964869859s710ms.jpg,3.0,1.0,2.0,3.0,3.0
2777,2020-09-29-09-46-42-1,970325884s790ms.jpg,3.0,1.0,1.0,2.0,3.0
2778,2020-10-02-10-17-05-3,970588570s257ms.jpg,1.0,0.0,1.0,1.0,1.0
2779,2020-09-29-09-46-42-1,970326183s789ms.jpg,1.0,0.0,0.0,0.0,0.0
2780,2020-09-24-3,969906072s186ms.jpg,1.0,0.0,0.0,1.0,1.0
2781,2020-09-24-3,969905950s164ms.jpg,3.0,1.0,2.0,3.0,4.0
2782,2020-09-29-09-46-42-1,970325681s787ms.jpg,1.0,0.0,1.0,1.0,1.0
2783,2020-07-28-06-01-11,964868630s716ms.jpg,1.0,0.0,0.0,0.0,0.0
2784,2020-09-24-1,969902841s252ms.jpg,0.0,0.0,0.0,0.0,0.0
2785,2020-09-24-3,969904886s168ms.jpg,3.0,1.0,1.0,2.0,3.0
2786,2020-07-28-06-01-11,964869317s702ms.jpg,1.0,0.0,0.0,0.0,0.0
2787,2020-09-29-09-46-42-3,970329720s695ms.jpg,0.0,0.0,0.0,0.0,0.0
2788,2020-09-29-09-46-42-1,970326395s801ms.jpg,2.0,0.0,1.0,1.0,2.0
2789,2020-09-29-09-46-42-3,970328560s703ms.jpg,0.0,0.0,0.0,0.0,0.0
2790,2020-09-29-09-46-42-1,970326219s791ms.jpg,1.0,0.0,0.0,1.0,1.0
2791,2020-07-28-06-01-11,964869322s707ms.jpg,2.0,0.0,1.0,1.0,2.0
2792,2020-09-24-1,969902898s242ms.jpg,2.0,0.0,1.0,1.0,2.0
2793,2020-09-24-1,969902655s233ms.jpg,0.0,0.0,0.0,0.0,0.0
2794,2020-09-24-3,969904994s176ms.jpg,1.0,0.0,0.0,1.0,1.0
2795,2020-09-29-09-46-42-1,970326123s795ms.jpg,3.0,1.0,1.0,2.0,3.0
2796,2020-09-29-09-46-42-3,970329753s695ms.jpg,3.0,1.0,1.0,2.0,2.0
2797,2020-07-28-06-01-11,964868667s720ms.jpg,3.0,1.0,2.0,3.0,4.0
2798,2020-09-24-1,969901851s230ms.jpg,0.0,0.0,0.0,0.0,0.0
2799,2020-09-29-09-46-42-3,970329445s687ms.jpg,3.0,1.0,2.0,3.0,4.0
2800,2020-09-29-09-46-42-3,970328327s703ms.jpg,1.0,0.0,0.0,0.0,1.0
2801,2020-09-29-09-46-42-3,970328793s702ms.jpg,1.0,0.0,0.0,0.0,1.0
2802,2020-09-29-09-46-42-1,970326134s806ms.jpg,2.0,1.0,1.0,2.0,2.0
2803,2020-09-24-1,969902480s258ms.jpg,0.0,0.0,0.0,0.0,0.0
2804,2020-09-29-09-46-42-3,970328588s697ms.jpg,1.0,0.0,0.0,1.0,1.0
2805,2020-07-28-06-01-11,964869741s726ms.jpg,1.0,0.0,0.0,0.0,1.0
2806,2020-09-24-3,969906068s182ms.jpg,3.0,1.0,1.0,2.0,3.0
2807,2020-09-29-09-46-42-1,970325778s784ms.jpg,1.0,0.0,0.0,0.0,1.0
2808,2020-09-29-09-46-42-1,970325839s812ms.jpg,2.0,0.0,1.0,1.0,2.0
2809,2020-09-29-09-46-42-3,970329700s708ms.jpg,0.0,0.0,0.0,0.0,0.0
2810,2020-10-02-10-17-05-3,970588548s268ms.jpg,3.0,1.0,2.0,3.0,4.0
2811,2020-09-29-09-46-42-4,970330466s192ms.jpg,0.0,0.0,0.0,0.0,0.0
2812,2020-09-24-1,969901816s228ms.jpg,1.0,0.0,0.0,0.0,1.0
2813,2020-09-29-09-46-42-2,970326775s199ms.jpg,1.0,0.0,0.0,0.0,1.0
2814,2020-09-24-1,969902289s234ms.jpg,1.0,0.0,0.0,0.0,0.0
2815,2020-09-29-09-46-42-3,970328441s717ms.jpg,1.0,0.0,0.0,0.0,0.0
2816,2020-09-24-1,969902008s253ms.jpg,1.0,0.0,0.0,0.0,0.0
2817,2020-09-29-09-46-42-3,970329320s695ms.jpg,1.0,0.0,0.0,1.0,1.0
2818,2020-09-29-09-46-42-1,970326428s800ms.jpg,2.0,0.0,1.0,1.0,2.0
2819,2020-09-29-09-46-42-3,970329543s685ms.jpg,1.0,0.0,0.0,1.0,1.0
2820,2020-09-24-1,969902839s250ms.jpg,1.0,0.0,0.0,0.0,0.0
2821,2020-09-29-09-46-42-2,970326934s224ms.jpg,1.0,0.0,1.0,1.0,1.0
2822,2020-09-24-1,969902391s236ms.jpg,2.0,1.0,1.0,2.0,2.0
2823,2020-07-28-06-01-11,964869736s721ms.jpg,3.0,1.0,1.0,2.0,3.0
2824,2020-09-24-3,969904980s195ms.jpg,1.0,0.0,1.0,1.0,1.0
2825,2020-09-24-4,969906297s664ms.jpg,1.0,0.0,0.0,1.0,1.0
2826,2020-09-24-4,969906414s681ms.jpg,2.0,0.0,1.0,1.0,2.0
2827,2020-09-24-1,969902777s255ms.jpg,0.0,0.0,0.0,0.0,0.0
2828,2020-09-29-09-46-42-1,970325858s797ms.jpg,3.0,1.0,2.0,3.0,4.0
2829,2020-10-02-10-17-05-3,970588219s273ms.jpg,1.0,0.0,0.0,1.0,1.0
2830,2020-09-24-1,969902924s235ms.jpg,3.0,1.0,2.0,3.0,4.0
2831,2020-09-24-1,969902756s234ms.jpg,1.0,0.0,1.0,1.0,1.0
2832,2020-07-28-06-01-11,964869527s712ms.jpg,0.0,0.0,0.0,0.0,0.0
2833,2020-09-24-3,969905098s180ms.jpg,1.0,0.0,0.0,0.0,0.0
2834,2020-09-29-09-46-42-1,970326154s793ms.jpg,1.0,0.0,0.0,0.0,0.0
2835,2020-09-24-1,969902603s247ms.jpg,1.0,0.0,0.0,0.0,1.0
2836,2020-09-29-09-46-42-1,970325733s806ms.jpg,1.0,0.0,0.0,0.0,0.0
2837,2020-09-29-09-46-42-1,970325763s802ms.jpg,1.0,0.0,0.0,0.0,1.0
2838,2020-09-29-09-46-42-1,970326303s809ms.jpg,1.0,0.0,0.0,0.0,1.0
2839,2020-09-24-1,969902757s235ms.jpg,2.0,0.0,1.0,1.0,2.0
2840,2020-09-29-09-46-42-2,970327055s212ms.jpg,2.0,0.0,1.0,1.0,2.0
2841,2020-09-24-1,969902015s227ms.jpg,1.0,0.0,0.0,0.0,0.0
2842,2020-09-24-3,969905859s174ms.jpg,1.0,0.0,0.0,0.0,1.0
2843,2020-07-28-06-01-11,964869996s714ms.jpg,2.0,0.0,1.0,1.0,1.0
2844,2020-10-02-10-17-05-3,970588585s271ms.jpg,1.0,0.0,0.0,1.0,1.0
2845,2020-09-24-3,969904953s168ms.jpg,3.0,1.0,1.0,2.0,3.0
2846,2020-09-29-09-46-42-3,970328281s691ms.jpg,2.0,1.0,1.0,2.0,2.0
2847,2020-09-24-1,969902130s242ms.jpg,2.0,0.0,1.0,1.0,2.0
2848,2020-09-24-1,969902684s228ms.jpg,1.0,0.0,0.0,1.0,1.0
2849,2020-09-24-3,969905327s175ms.jpg,3.0,1.0,1.0,2.0,2.0
2850,2020-10-02-10-17-05-3,970588554s240ms.jpg,1.0,0.0,0.0,1.0,1.0
2851,2020-09-29-09-46-42-4,970330461s187ms.jpg,2.0,1.0,1.0,2.0,2.0
2852,2020-09-29-09-46-42-3,970329505s713ms.jpg,0.0,0.0,0.0,0.0,0.0
2853,2020-09-29-09-46-42-3,970329578s686ms.jpg,1.0,0.0,0.0,1.0,1.0
2854,2020-09-29-09-46-42-3,970329368s710ms.jpg,1.0,0.0,1.0,1.0,1.0
2855,2020-09-29-09-46-42-3,970329052s694ms.jpg,1.0,0.0,0.0,1.0,1.0
2856,2020-09-24-3,969905879s194ms.jpg,0.0,0.0,0.0,0.0,0.0
2857,2020-09-29-09-46-42-4,970330078s171ms.jpg,1.0,0.0,0.0,1.0,1.0
2858,2020-09-24-1,969901850s229ms.jpg,0.0,0.0,0.0,0.0,0.0
2859,2020-09-29-09-46-42-3,970329318s693ms.jpg,1.0,0.0,1.0,1.0,1.0
2860,2020-09-29-09-46-42-3,970328625s701ms.jpg,1.0,0.0,0.0,0.0,1.0
2861,2020-10-02-10-17-05-3,970588314s267ms.jpg,1.0,0.0,0.0,0.0,1.0
2862,2020-09-29-09-46-42-3,970329374s716ms.jpg,2.0,0.0,1.0,1.0,2.0
2863,2020-09-29-09-46-42-3,970328564s707ms.jpg,0.0,0.0,0.0,0.0,0.0
2864,2020-09-29-09-46-42-3,970329519s694ms.jpg,1.0,0.0,1.0,1.0,1.0
2865,2020-09-29-09-46-42-4,970330062s189ms.jpg,0.0,0.0,0.0,0.0,0.0
2866,2020-09-29-09-46-42-1,970326419s791ms.jpg,1.0,0.0,0.0,0.0,1.0
2867,2020-09-29-09-46-42-1,970326464s803ms.jpg,2.0,1.0,1.0,2.0,2.0
2868,2020-09-24-1,969902663s241ms.jpg,1.0,0.0,0.0,0.0,1.0
2869,2020-09-29-09-46-42-4,970330096s189ms.jpg,0.0,0.0,0.0,0.0,0.0
2870,2020-10-02-10-17-05-3,970588112s266ms.jpg,2.0,1.0,1.0,1.0,2.0
2871,2020-09-29-09-46-42-1,970326006s812ms.jpg,0.0,0.0,0.0,0.0,0.0
2872,2020-09-24-4,969906360s661ms.jpg,1.0,0.0,0.0,0.0,1.0
2873,2020-09-29-09-46-42-3,970328643s686ms.jpg,3.0,1.0,1.0,2.0,2.0
2874,2020-09-24-1,969902448s226ms.jpg,3.0,1.0,2.0,2.0,3.0
2875,2020-09-29-09-46-42-3,970329567s709ms.jpg,1.0,0.0,1.0,1.0,1.0
2876,2020-09-29-09-46-42-1,970326053s792ms.jpg,2.0,0.0,1.0,1.0,2.0
2877,2020-09-24-1,969902426s237ms.jpg,3.0,1.0,2.0,2.0,3.0
2878,2020-09-29-09-46-42-4,970330058s185ms.jpg,1.0,0.0,0.0,0.0,0.0
2879,2020-09-24-2,969903268s699ms.jpg,2.0,1.0,1.0,2.0,2.0
2880,2020-09-29-09-46-42-2,970326782s206ms.jpg,0.0,0.0,0.0,0.0,0.0
2881,2020-09-29-09-46-42-3,970329587s695ms.jpg,1.0,0.0,0.0,1.0,1.0
2882,2020-09-24-3,969905288s170ms.jpg,3.0,1.0,1.0,2.0,3.0
2883,2020-09-29-09-46-42-3,970329292s701ms.jpg,3.0,1.0,2.0,3.0,4.0
2884,2020-09-29-09-46-42-3,970328553s696ms.jpg,0.0,0.0,0.0,0.0,0.0
2885,2020-07-28-06-01-11,964869936s721ms.jpg,1.0,0.0,0.0,1.0,1.0
2886,2020-09-29-09-46-42-1,970325689s795ms.jpg,2.0,0.0,1.0,1.0,2.0
2887,2020-10-02-10-17-05-3,970588125s245ms.jpg,2.0,0.0,1.0,1.0,2.0
2888,2020-07-28-06-01-11,964869526s711ms.jpg,1.0,0.0,0.0,0.0,0.0
2889,2020-09-29-09-46-42-2,970328161s217ms.jpg,2.0,0.0,1.0,1.0,2.0
2890,2020-07-28-06-01-11,964869583s701ms.jpg,1.0,0.0,0.0,0.0,0.0
2891,2020-09-29-09-46-42-3,970329425s700ms.jpg,1.0,0.0,0.0,1.0,1.0
2892,2020-09-29-09-46-42-1,970326647s786ms.jpg,1.0,0.0,0.0,0.0,1.0
2893,2020-09-29-09-46-42-4,970329802s196ms.jpg,1.0,0.0,0.0,1.0,1.0
2894,2020-09-24-1,969902828s239ms.jpg,0.0,0.0,0.0,0.0,0.0
2895,2020-09-24-1,969902418s229ms.jpg,1.0,0.0,0.0,0.0,1.0
2896,2020-09-24-3,969905124s173ms.jpg,1.0,0.0,0.0,0.0,1.0
2897,2020-09-29-09-46-42-3,970328641s717ms.jpg,2.0,0.0,1.0,1.0,2.0
2898,2020-09-29-09-46-42-1,970326709s781ms.jpg,1.0,0.0,0.0,0.0,0.0
2899,2020-09-29-09-46-42-1,970326310s782ms.jpg,2.0,0.0,1.0,1.0,1.0
2900,2020-09-24-1,969902349s227ms.jpg,1.0,0.0,1.0,1.0,1.0
2901,2020-09-24-4,969906278s679ms.jpg,1.0,0.0,0.0,1.0,1.0
2902,2020-09-29-09-46-42-2,970327027s217ms.jpg,1.0,0.0,0.0,1.0,1.0
2903,2020-09-24-3,969905017s166ms.jpg,0.0,0.0,0.0,0.0,0.0
2904,2020-07-28-06-01-11,964869636s721ms.jpg,3.0,1.0,1.0,2.0,2.0
2905,2020-09-29-09-46-42-1,970325850s789ms.jpg,3.0,1.0,2.0,2.0,3.0
2906,2020-09-29-09-46-42-4,970329893s187ms.jpg,1.0,0.0,1.0,1.0,1.0
2907,2020-09-29-09-46-42-3,970329454s696ms.jpg,1.0,0.0,1.0,1.0,1.0
2908,2020-07-28-06-01-11,964869632s717ms.jpg,2.0,0.0,1.0,1.0,2.0
2909,2020-07-28-06-01-11,964869337s722ms.jpg,1.0,0.0,0.0,0.0,1.0
2910,2020-09-29-09-46-42-4,970329799s193ms.jpg,0.0,0.0,0.0,0.0,0.0
2911,2020-09-24-1,969902404s249ms.jpg,1.0,0.0,1.0,1.0,1.0
2912,2020-09-29-09-46-42-2,970326834s224ms.jpg,1.0,0.0,1.0,1.0,1.0
2913,2020-09-24-3,969905525s173ms.jpg,2.0,0.0,1.0,1.0,2.0
2914,2020-09-23-VIRB0008,969832370s666ms.jpg,3.0,1.0,2.0,3.0,3.0
2915,2020-09-29-09-46-42-3,970329036s712ms.jpg,0.0,0.0,0.0,0.0,0.0
2916,2020-09-24-3,969905612s193ms.jpg,0.0,0.0,0.0,0.0,0.0
2917,2020-09-29-09-46-42-2,970327017s207ms.jpg,1.0,0.0,0.0,1.0,1.0
2918,2020-09-24-3,969904875s191ms.jpg,2.0,1.0,1.0,2.0,2.0
2919,2020-09-29-09-46-42-1,970326275s781ms.jpg,1.0,0.0,0.0,1.0,1.0
2920,2020-09-29-09-46-42-1,970325582s788ms.jpg,0.0,0.0,0.0,0.0,0.0
2921,2020-09-24-3,969906217s165ms.jpg,1.0,0.0,0.0,1.0,1.0
2922,2020-09-29-09-46-42-3,970328352s695ms.jpg,1.0,0.0,1.0,1.0,1.0
2923,2020-09-29-09-46-42-4,970330421s181ms.jpg,2.0,1.0,1.0,2.0,2.0
2924,2020-07-28-06-01-11,964869264s716ms.jpg,3.0,1.0,1.0,2.0,3.0
2925,2020-07-28-06-01-11,964868966s718ms.jpg,2.0,0.0,1.0,1.0,2.0
2926,2020-09-29-09-46-42-4,970329964s191ms.jpg,2.0,0.0,1.0,1.0,1.0
2927,2020-09-29-09-46-42-3,970329277s686ms.jpg,3.0,1.0,2.0,3.0,4.0
2928,2020-07-28-06-01-11,964869914s699ms.jpg,3.0,1.0,2.0,2.0,3.0
2929,2020-07-28-06-01-11,964868944s730ms.jpg,2.0,1.0,1.0,2.0,2.0
2930,2020-09-29-09-46-42-1,970325591s797ms.jpg,1.0,0.0,0.0,0.0,0.0
2931,2020-09-24-1,969902599s243ms.jpg,1.0,0.0,0.0,1.0,1.0
2932,2020-09-24-1,969902477s255ms.jpg,1.0,0.0,0.0,0.0,0.0
2933,2020-09-24-4,969906306s673ms.jpg,2.0,0.0,1.0,1.0,2.0
2934,2020-09-29-09-46-42-3,970328543s686ms.jpg,1.0,0.0,0.0,0.0,1.0
2935,2020-07-28-06-01-11,964868797s716ms.jpg,1.0,0.0,0.0,0.0,1.0
2936,2020-09-24-1,969902810s254ms.jpg,0.0,0.0,0.0,0.0,0.0
2937,2020-09-24-1,969902468s246ms.jpg,1.0,0.0,0.0,0.0,1.0
2938,2020-10-02-10-17-05-3,970588482s269ms.jpg,3.0,1.0,1.0,2.0,2.0
2939,2020-10-02-10-17-05-3,970588090s244ms.jpg,0.0,0.0,0.0,0.0,0.0
2940,2020-09-24-3,969905650s165ms.jpg,1.0,0.0,1.0,1.0,1.0
2941,2020-09-24-1,969901982s227ms.jpg,1.0,0.0,0.0,0.0,1.0
2942,2020-09-24-3,969905841s189ms.jpg,0.0,0.0,0.0,0.0,0.0
2943,2020-09-24-1,969902595s239ms.jpg,0.0,0.0,0.0,0.0,0.0
2944,2020-09-29-09-46-42-4,970329998s191ms.jpg,0.0,0.0,0.0,0.0,0.0
2945,2020-09-24-3,969904992s174ms.jpg,1.0,0.0,1.0,1.0,1.0
2946,2020-09-29-09-46-42-4,970330149s176ms.jpg,0.0,0.0,0.0,0.0,0.0
2947,2020-09-24-3,969905918s166ms.jpg,1.0,0.0,0.0,1.0,1.0
2948,2020-07-28-06-01-11,964869749s700ms.jpg,3.0,1.0,2.0,2.0,3.0
2949,2020-09-23-VIRB0004,969830816s210ms.jpg,2.0,1.0,1.0,2.0,2.0
2950,2020-09-24-1,969901954s232ms.jpg,1.0,0.0,0.0,0.0,1.0
2951,2020-09-29-09-46-42-4,970330148s175ms.jpg,0.0,0.0,0.0,0.0,0.0
2952,2020-09-29-09-46-42-1,970326408s814ms.jpg,1.0,0.0,0.0,1.0,1.0
2953,2020-09-29-09-46-42-1,970326290s796ms.jpg,2.0,0.0,1.0,1.0,2.0
2954,2020-09-29-09-46-42-1,970325905s811ms.jpg,2.0,0.0,1.0,1.0,2.0
2955,2020-09-24-1,969902678s256ms.jpg,2.0,0.0,1.0,1.0,2.0
