video,image,group_2,group_3,group_4,group_original,dataset
2020-09-24-1,969902411s256ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-24-3,969904852s168ms.jpg,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-3,970328979s688ms.jpg,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-3,970328570s713ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970325562s802ms.jpg,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-1,970326088s794ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902558s236ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328289s699ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-1,970325679s785ms.jpg,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-2,970328148s204ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-2,970326882s206ms.jpg,1.0,2.0,2.0,3.0,train
2020-09-24-1,969902673s251ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-24-3,969905109s191ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902185s230ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970326004s810ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970329237s712ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-1,970326109s781ms.jpg,1.0,2.0,2.0,3.0,train
2020-10-02-10-17-05-3,970588242s262ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-2,970328140s229ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-24-1,969901828s240ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-2,970328134s223ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902484s229ms.jpg,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-1,970326525s797ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970325589s795ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-3,969905537s185ms.jpg,1.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-2,970326879s203ms.jpg,1.0,1.0,2.0,2.0,train
2020-09-29-09-46-42-1,970326258s797ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-24-1,969903007s251ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-24-1,969902991s235ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-24-3,969905263s178ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-24-1,969902875s253ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-24-3,969905099s181ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-1,969901965s243ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-24-1,969902784s228ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970329259s701ms.jpg,0.0,1.0,1.0,1.0,train
2020-09-24-3,969905538s186ms.jpg,1.0,2.0,2.0,3.0,train
2020-09-29-09-46-42-2,970327014s204ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-3,970328414s690ms.jpg,1.0,2.0,2.0,3.0,train
2020-09-24-3,969905039s188ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970326062s801ms.jpg,1.0,1.0,2.0,2.0,train
2020-10-02-10-17-05-3,970588398s251ms.jpg,0.0,1.0,1.0,2.0,train
2020-10-02-10-17-05-3,970588417s270ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-3,970329081s690ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902394s239ms.jpg,1.0,2.0,3.0,3.0,train
2020-09-29-09-46-42-1,970325876s782ms.jpg,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-1,970326420s792ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-2,970326946s203ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970329017s693ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-3,969904841s190ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970329293s702ms.jpg,1.0,1.0,2.0,2.0,train
2020-09-29-09-46-42-3,970328843s685ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970325642s782ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902832s243ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970326192s798ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970325682s788ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-1,970325945s784ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-24-3,969904893s175ms.jpg,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-3,970328571s714ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970325490s796ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-3,970329307s716ms.jpg,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-3,970328850s692ms.jpg,1.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970326698s803ms.jpg,0.0,0.0,0.0,1.0,train
2020-07-28-06-01-11,964868572s725ms.jpg,0.0,0.0,0.0,1.0,train
2020-07-28-06-01-11,964869528s713ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970326748s787ms.jpg,1.0,2.0,2.0,3.0,train
2020-09-29-09-46-42-2,970326787s211ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902803s247ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970326257s796ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-2,970326887s211ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970326369s808ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-3,970328510s686ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328814s690ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-3,969905067s182ms.jpg,0.0,1.0,1.0,1.0,train
2020-09-24-1,969902274s252ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-24-3,969904926s175ms.jpg,0.0,1.0,1.0,1.0,train
2020-09-24-1,969901992s237ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970325956s795ms.jpg,0.0,1.0,1.0,1.0,train
2020-07-28-06-01-11,964869456s708ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970329128s703ms.jpg,0.0,0.0,0.0,0.0,train
2020-07-28-06-01-11,964868628s714ms.jpg,0.0,0.0,0.0,1.0,train
2020-07-28-06-01-11,964868969s721ms.jpg,0.0,1.0,1.0,2.0,train
2020-10-02-10-17-05-3,970588142s262ms.jpg,0.0,1.0,1.0,2.0,train
2020-07-28-06-01-11,964868825s711ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902043s255ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970325754s794ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-3,970329281s690ms.jpg,1.0,1.0,2.0,2.0,train
2020-09-24-1,969902110s255ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-24-1,969902182s227ms.jpg,1.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-2,970326890s214ms.jpg,1.0,2.0,2.0,3.0,train
2020-09-29-09-46-42-3,970329120s695ms.jpg,0.0,0.0,0.0,1.0,train
2020-07-28-06-01-11,964868809s728ms.jpg,1.0,1.0,1.0,2.0,train
2020-10-02-10-17-05-3,970588380s267ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328789s698ms.jpg,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-1,970326744s783ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-24-1,969902753s231ms.jpg,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-1,970326116s788ms.jpg,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-2,970328188s210ms.jpg,1.0,2.0,2.0,3.0,train
2020-09-29-09-46-42-3,970328616s692ms.jpg,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-1,970326734s806ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970326168s807ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970329020s696ms.jpg,0.0,0.0,0.0,0.0,train
2020-07-28-06-01-11,964869132s717ms.jpg,1.0,2.0,2.0,3.0,train
2020-09-24-1,969903198s242ms.jpg,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-2,970327004s227ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-2,970326963s220ms.jpg,1.0,2.0,2.0,3.0,train
2020-09-29-09-46-42-3,970329058s700ms.jpg,1.0,1.0,2.0,2.0,train
2020-07-28-06-01-11,964868696s715ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-24-3,969905525s173ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970328746s689ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-3,970329217s692ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970329024s700ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328816s692ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328815s691ms.jpg,0.0,0.0,0.0,0.0,train
2020-07-28-06-01-11,964868915s701ms.jpg,0.0,1.0,1.0,1.0,train
2020-09-24-3,969905197s179ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-1,969901820s232ms.jpg,0.0,0.0,0.0,1.0,train
2020-07-28-06-01-11,964869198s717ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-2,970326964s221ms.jpg,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-3,970328459s702ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970325613s786ms.jpg,0.0,0.0,0.0,1.0,train
2020-07-28-06-01-11,964868892s711ms.jpg,0.0,1.0,1.0,2.0,train
2020-07-28-06-01-11,964869320s705ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970326381s787ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-3,970328785s694ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-1,969901997s242ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970326111s783ms.jpg,0.0,1.0,1.0,2.0,train
2020-07-28-06-01-11,964868955s707ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970326314s786ms.jpg,1.0,1.0,2.0,2.0,train
2020-09-29-09-46-42-2,970328132s221ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-24-3,969905492s174ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-3,969904785s167ms.jpg,1.0,1.0,2.0,2.0,train
2020-09-29-09-46-42-3,970328707s716ms.jpg,0.0,1.0,1.0,1.0,train
2020-09-24-1,969902944s255ms.jpg,1.0,2.0,2.0,3.0,train
2020-09-29-09-46-42-1,970325715s788ms.jpg,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-3,970329154s696ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970325822s795ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-24-3,969905170s185ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970328911s687ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-24-1,969902691s235ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328523s699ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902005s250ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970329204s713ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970329015s691ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-3,969905524s172ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970326011s784ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970325594s800ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970326215s787ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-2,970326885s209ms.jpg,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-3,970328660s703ms.jpg,0.0,0.0,0.0,1.0,train
2020-10-02-10-17-05-3,970588186s273ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970325709s782ms.jpg,1.0,2.0,3.0,3.0,train
2020-09-24-1,969901882s227ms.jpg,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-3,970328561s704ms.jpg,0.0,0.0,0.0,1.0,train
2020-10-02-10-17-05-3,970588444s264ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-24-3,969904896s178ms.jpg,1.0,1.0,2.0,2.0,train
2020-09-29-09-46-42-1,970325848s787ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-24-3,969905415s197ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970325600s806ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970329140s715ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-24-1,969902343s254ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902258s236ms.jpg,1.0,1.0,2.0,3.0,train
2020-10-02-10-17-05-3,970588415s268ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-24-3,969905441s189ms.jpg,0.0,1.0,1.0,2.0,train
2020-07-28-06-01-11,964868735s721ms.jpg,0.0,1.0,1.0,2.0,train
2020-10-02-10-17-05-3,970588368s255ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970325928s801ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-2,970326768s225ms.jpg,1.0,1.0,2.0,2.0,train
2020-09-24-1,969902638s249ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-24-1,969902853s231ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-3,970328498s707ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970325605s811ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-3,969905189s171ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970326666s805ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328547s690ms.jpg,1.0,1.0,2.0,2.0,train
2020-09-29-09-46-42-1,970326365s804ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970326159s798ms.jpg,1.0,1.0,2.0,2.0,train
2020-09-29-09-46-42-3,970329314s689ms.jpg,1.0,1.0,2.0,3.0,train
2020-09-24-3,969905117s166ms.jpg,1.0,1.0,2.0,2.0,train
2020-09-29-09-46-42-3,970328397s707ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970329018s694ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970326092s798ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328690s699ms.jpg,1.0,2.0,2.0,3.0,train
2020-09-29-09-46-42-1,970326486s791ms.jpg,0.0,1.0,1.0,1.0,train
2020-09-24-1,969902238s249ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-2,970326945s202ms.jpg,1.0,2.0,3.0,3.0,train
2020-09-29-09-46-42-3,970329250s692ms.jpg,1.0,1.0,2.0,2.0,train
2020-09-29-09-46-42-1,970325751s790ms.jpg,0.0,0.0,0.0,1.0,train
2020-07-28-06-01-11,964868814s700ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970328271s714ms.jpg,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-2,970328163s219ms.jpg,1.0,2.0,2.0,3.0,train
2020-09-24-3,969905226s175ms.jpg,0.0,1.0,1.0,1.0,train
2020-09-24-1,969902328s239ms.jpg,1.0,1.0,2.0,2.0,train
2020-09-24-1,969901963s241ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-2,970327033s223ms.jpg,1.0,1.0,2.0,2.0,train
2020-09-24-3,969904797s179ms.jpg,1.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-2,970326792s216ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-1,970325960s799ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-1,970325975s781ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970329003s712ms.jpg,0.0,0.0,0.0,0.0,train
2020-07-28-06-01-11,964869394s712ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970326383s789ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970328760s703ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902590s234ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-3,969905571s186ms.jpg,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-1,970325541s781ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970326259s798ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-24-2,969903250s681ms.jpg,1.0,1.0,2.0,3.0,train
2020-07-28-06-01-11,964868930s716ms.jpg,1.0,1.0,2.0,2.0,train
2020-07-28-06-01-11,964868726s712ms.jpg,1.0,1.0,2.0,2.0,train
2020-09-24-1,969902953s230ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-3,969905000s182ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970326046s785ms.jpg,1.0,1.0,1.0,2.0,train
2020-07-28-06-01-11,964869224s709ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-24-1,969902583s227ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-1,970325768s808ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970328739s715ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970325728s801ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970326014s787ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-3,969905561s176ms.jpg,1.0,1.0,2.0,3.0,train
2020-09-24-3,969905129s178ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-1,970326507s812ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-23-VIRB0008,969832370s666ms.jpg,1.0,1.0,2.0,3.0,train
2020-09-24-1,969902160s238ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-2,970328230s219ms.jpg,1.0,2.0,2.0,3.0,train
2020-10-02-10-17-05-3,970588419s272ms.jpg,1.0,1.0,2.0,3.0,train
2020-09-24-1,969902648s226ms.jpg,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-1,970326418s790ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970326104s810ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-3,969905052s167ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-2,970328200s222ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-24-3,969905420s168ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902009s254ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-3,969905562s177ms.jpg,1.0,2.0,2.0,3.0,train
2020-07-28-06-01-11,964868733s719ms.jpg,1.0,2.0,2.0,3.0,train
2020-09-29-09-46-42-3,970328495s704ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328286s696ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-24-1,969902403s248ms.jpg,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-1,970326273s812ms.jpg,1.0,1.0,2.0,3.0,train
2020-10-02-10-17-05-3,970588353s273ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-3,970328663s706ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-24-1,969902069s247ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-24-3,969905015s164ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-3,969904933s182ms.jpg,1.0,2.0,3.0,3.0,train
2020-09-29-09-46-42-1,970325672s812ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-2,970326762s219ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970325783s789ms.jpg,1.0,1.0,2.0,3.0,train
2020-09-24-3,969905065s180ms.jpg,1.0,1.0,2.0,2.0,train
2020-10-02-10-17-05-3,970588133s253ms.jpg,0.0,0.0,0.0,1.0,train
2020-07-28-06-01-11,964869215s700ms.jpg,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-3,970329240s715ms.jpg,0.0,0.0,0.0,1.0,train
2020-10-02-10-17-05-3,970588219s273ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-2,969903270s701ms.jpg,1.0,1.0,2.0,2.0,train
2020-09-24-3,969904983s165ms.jpg,0.0,0.0,0.0,1.0,train
2020-10-02-10-17-05-3,970588361s248ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-24-3,969905430s178ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970326402s808ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902190s235ms.jpg,0.0,1.0,1.0,1.0,train
2020-07-28-06-01-11,964869520s705ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-3,970328405s715ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-3,969905100s182ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970326747s785ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-24-1,969902269s247ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328452s695ms.jpg,0.0,0.0,1.0,1.0,train
2020-10-02-10-17-05-3,970588367s254ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970325721s794ms.jpg,1.0,2.0,2.0,3.0,train
2020-09-29-09-46-42-1,970326345s784ms.jpg,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-1,970325557s797ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-3,969905545s193ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970329074s716ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970329200s709ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328548s691ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-24-3,969905156s171ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-3,970328977s686ms.jpg,1.0,1.0,1.0,2.0,train
2020-09-24-1,969902155s233ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902004s249ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-1,969901916s228ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-3,969904878s194ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902942s253ms.jpg,1.0,1.0,2.0,3.0,train
2020-09-24-1,969902081s226ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902539s250ms.jpg,0.0,1.0,1.0,1.0,train
2020-10-02-10-17-05-3,970588177s264ms.jpg,0.0,0.0,0.0,1.0,train
2020-07-28-06-01-11,964869205s724ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970326676s781ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902490s235ms.jpg,1.0,1.0,1.0,2.0,train
2020-09-23-VIRB0008,969832371s667ms.jpg,1.0,2.0,3.0,3.0,train
2020-09-24-1,969902087s232ms.jpg,0.0,0.0,0.0,0.0,train
2020-07-28-06-01-11,964869654s706ms.jpg,1.0,1.0,2.0,2.0,train
2020-07-28-06-01-11,964869279s698ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-2,970326940s230ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970325931s804ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970326640s812ms.jpg,1.0,1.0,2.0,2.0,train
2020-09-29-09-46-42-2,970326888s212ms.jpg,1.0,2.0,2.0,3.0,train
2020-09-29-09-46-42-3,970329175s717ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-1,969901789s234ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970325777s783ms.jpg,1.0,2.0,2.0,3.0,train
2020-07-28-06-01-11,964869340s725ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970325638s811ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-24-2,969903280s711ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902678s256ms.jpg,0.0,1.0,1.0,1.0,train
2020-10-02-10-17-05-3,970588412s265ms.jpg,1.0,1.0,2.0,3.0,train
2020-07-28-06-01-11,964868826s712ms.jpg,1.0,1.0,1.0,2.0,train
2020-09-24-1,969901971s249ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902806s250ms.jpg,0.0,1.0,1.0,1.0,train
2020-09-24-3,969904790s172ms.jpg,1.0,2.0,2.0,3.0,train
2020-09-24-1,969902227s239ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970326202s808ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-2,970326856s213ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970326731s803ms.jpg,0.0,0.0,0.0,0.0,train
2020-07-28-06-01-11,964869373s725ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-1,970326349s788ms.jpg,0.0,1.0,1.0,2.0,train
2020-07-28-06-01-11,964868739s725ms.jpg,1.0,2.0,2.0,3.0,train
2020-09-24-1,969902054s232ms.jpg,0.0,0.0,0.0,1.0,train
2020-09-24-1,969901979s257ms.jpg,0.0,0.0,0.0,0.0,train
2020-10-02-10-17-05-3,970588085s272ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970326170s809ms.jpg,0.0,0.0,1.0,1.0,train
2020-07-28-06-01-11,964869047s699ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-3,970328604s713ms.jpg,0.0,0.0,1.0,1.0,train
2020-07-28-06-01-11,964869342s727ms.jpg,0.0,0.0,0.0,1.0,train
2020-07-28-06-01-11,964868762s714ms.jpg,1.0,2.0,2.0,3.0,train
2020-09-24-1,969901889s234ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970326020s793ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-2,970328203s225ms.jpg,1.0,1.0,1.0,2.0,train
2020-09-24-1,969902243s255ms.jpg,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-1,970326384s790ms.jpg,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970325632s805ms.jpg,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970326499s804ms.jpg,0.0,1.0,1.0,2.0,train
