video,image,image_mask,group_2,group_3,group_4,group_original,dataset
2020-09-29-09-46-42-1,970325816s789ms.jpg,970325816s789ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902721s232ms.jpg,969902721s232ms.png,1.0,1.0,2.0,2.0,train
2020-09-24-3,969905434s182ms.jpg,969905434s182ms.png,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-3,970328726s702ms.jpg,970328726s702ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970325693s799ms.jpg,970325693s799ms.png,1.0,2.0,3.0,3.0,train
2020-09-29-09-46-42-3,970328277s687ms.jpg,970328277s687ms.png,1.0,2.0,3.0,3.0,train
2020-09-29-09-46-42-3,970328689s698ms.jpg,970328689s698ms.png,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-1,970325509s782ms.jpg,970325509s782ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970326493s798ms.jpg,970326493s798ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902940s251ms.jpg,969902940s251ms.png,1.0,1.0,2.0,3.0,train
2020-09-24-3,969905399s181ms.jpg,969905399s181ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328929s705ms.jpg,970328929s705ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970326710s782ms.jpg,970326710s782ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902570s248ms.jpg,969902570s248ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970329151s693ms.jpg,970329151s693ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970329084s693ms.jpg,970329084s693ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328348s691ms.jpg,970328348s691ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970325814s787ms.jpg,970325814s787ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328337s713ms.jpg,970328337s713ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902431s242ms.jpg,969902431s242ms.png,1.0,2.0,3.0,3.0,train
2020-09-29-09-46-42-1,970326089s795ms.jpg,970326089s795ms.png,0.0,1.0,1.0,1.0,train
2020-09-24-1,969902724s235ms.jpg,969902724s235ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-3,969904845s194ms.jpg,969904845s194ms.png,1.0,2.0,2.0,3.0,train
2020-09-29-09-46-42-3,970328338s714ms.jpg,970328338s714ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328990s699ms.jpg,970328990s699ms.png,0.0,0.0,0.0,0.0,train
2020-07-28-06-01-11,964868740s726ms.jpg,964868740s726ms.png,1.0,1.0,2.0,2.0,train
2020-09-29-09-46-42-1,970326633s805ms.jpg,970326633s805ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970329239s714ms.jpg,970329239s714ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902165s243ms.jpg,969902165s243ms.png,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-1,970325629s802ms.jpg,970325629s802ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902671s249ms.jpg,969902671s249ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902656s234ms.jpg,969902656s234ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970325883s789ms.jpg,970325883s789ms.png,1.0,2.0,3.0,3.0,train
2020-09-24-3,969904844s193ms.jpg,969904844s193ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-1,970325827s800ms.jpg,970325827s800ms.png,1.0,1.0,2.0,2.0,train
2020-09-29-09-46-42-2,970328228s217ms.jpg,970328228s217ms.png,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-3,970328790s699ms.jpg,970328790s699ms.png,1.0,1.0,2.0,2.0,train
2020-09-24-1,969902357s235ms.jpg,969902357s235ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970329189s698ms.jpg,970329189s698ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-3,969904821s170ms.jpg,969904821s170ms.png,0.0,0.0,0.0,1.0,train
2020-10-02-10-17-05-3,970588446s266ms.jpg,970588446s266ms.png,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-1,970325610s783ms.jpg,970325610s783ms.png,0.0,1.0,1.0,1.0,train
2020-09-24-2,969903336s700ms.jpg,969903336s700ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-2,970326893s217ms.jpg,970326893s217ms.png,0.0,1.0,1.0,2.0,train
2020-09-24-1,969902153s231ms.jpg,969902153s231ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902769s247ms.jpg,969902769s247ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970326392s798ms.jpg,970326392s798ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328867s709ms.jpg,970328867s709ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970328737s713ms.jpg,970328737s713ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-2,970328131s220ms.jpg,970328131s220ms.png,0.0,1.0,1.0,2.0,train
2020-09-24-3,969904796s178ms.jpg,969904796s178ms.png,1.0,1.0,2.0,2.0,train
2020-09-29-09-46-42-3,970328915s691ms.jpg,970328915s691ms.png,0.0,1.0,1.0,2.0,train
2020-10-02-10-17-05-3,970588279s266ms.jpg,970588279s266ms.png,0.0,0.0,1.0,1.0,train
2020-09-24-1,969902289s234ms.jpg,969902289s234ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328856s698ms.jpg,970328856s698ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-1,970326425s797ms.jpg,970326425s797ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902574s252ms.jpg,969902574s252ms.png,0.0,0.0,1.0,1.0,train
2020-09-24-1,969902921s232ms.jpg,969902921s232ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970328319s695ms.jpg,970328319s695ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-3,969905476s191ms.jpg,969905476s191ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902559s237ms.jpg,969902559s237ms.png,0.0,0.0,1.0,1.0,train
2020-09-24-1,969902378s256ms.jpg,969902378s256ms.png,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-3,970329001s710ms.jpg,970329001s710ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902763s241ms.jpg,969902763s241ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-1,970326454s793ms.jpg,970326454s793ms.png,1.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-2,970326896s220ms.jpg,970326896s220ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-3,970328647s690ms.jpg,970328647s690ms.png,1.0,2.0,3.0,3.0,train
2020-09-29-09-46-42-1,970326554s793ms.jpg,970326554s793ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902251s229ms.jpg,969902251s229ms.png,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-1,970325716s789ms.jpg,970325716s789ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970328515s691ms.jpg,970328515s691ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902655s233ms.jpg,969902655s233ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902681s225ms.jpg,969902681s225ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328331s707ms.jpg,970328331s707ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902816s227ms.jpg,969902816s227ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902520s231ms.jpg,969902520s231ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-1,970326736s808ms.jpg,970326736s808ms.png,0.0,0.0,0.0,0.0,train
2020-07-28-06-01-11,964868829s715ms.jpg,964868829s715ms.png,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-1,970326194s800ms.jpg,970326194s800ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969901967s245ms.jpg,969901967s245ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970325593s799ms.jpg,970325593s799ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970325917s790ms.jpg,970325917s790ms.png,1.0,1.0,2.0,2.0,train
2020-09-24-1,969902353s231ms.jpg,969902353s231ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-2,970326883s207ms.jpg,970326883s207ms.png,1.0,1.0,2.0,2.0,train
2020-09-24-1,969902497s242ms.jpg,969902497s242ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970326034s807ms.jpg,970326034s807ms.png,0.0,1.0,1.0,2.0,train
2020-09-24-1,969902092s237ms.jpg,969902092s237ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970325586s792ms.jpg,970325586s792ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902829s240ms.jpg,969902829s240ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902336s247ms.jpg,969902336s247ms.png,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-1,970326167s806ms.jpg,970326167s806ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-3,970328919s695ms.jpg,970328919s695ms.png,0.0,0.0,1.0,1.0,train
2020-09-24-1,969902715s226ms.jpg,969902715s226ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328674s717ms.jpg,970328674s717ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902091s236ms.jpg,969902091s236ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970325984s790ms.jpg,970325984s790ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-3,969904942s191ms.jpg,969904942s191ms.png,1.0,1.0,2.0,3.0,train
2020-09-24-1,969902624s235ms.jpg,969902624s235ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-2,970328164s220ms.jpg,970328164s220ms.png,1.0,1.0,2.0,2.0,train
2020-09-29-09-46-42-3,970329197s706ms.jpg,970329197s706ms.png,1.0,1.0,2.0,2.0,train
2020-09-29-09-46-42-3,970328419s695ms.jpg,970328419s695ms.png,1.0,2.0,2.0,3.0,train
2020-09-29-09-46-42-2,970326976s199ms.jpg,970326976s199ms.png,1.0,2.0,3.0,3.0,train
2020-09-29-09-46-42-1,970326737s809ms.jpg,970326737s809ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-3,970328741s717ms.jpg,970328741s717ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970326742s781ms.jpg,970326742s781ms.png,1.0,2.0,3.0,3.0,train
2020-09-24-1,969901906s251ms.jpg,969901906s251ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-3,969905304s186ms.jpg,969905304s186ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328327s703ms.jpg,970328327s703ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328946s688ms.jpg,970328946s688ms.png,1.0,1.0,2.0,3.0,train
2020-09-24-1,969901780s259ms.jpg,969901780s259ms.png,0.0,1.0,1.0,1.0,train
2020-10-02-10-17-05-3,970588352s272ms.jpg,970588352s272ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970326674s813ms.jpg,970326674s813ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-2,970328253s209ms.jpg,970328253s209ms.png,1.0,2.0,2.0,3.0,train
2020-09-24-3,969904787s169ms.jpg,969904787s169ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970329242s717ms.jpg,970329242s717ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-3,970328478s687ms.jpg,970328478s687ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-2,970327013s203ms.jpg,970327013s203ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969901814s226ms.jpg,969901814s226ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902512s257ms.jpg,969902512s257ms.png,0.0,0.0,1.0,1.0,train
2020-09-24-3,969905108s190ms.jpg,969905108s190ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-1,970325893s799ms.jpg,970325893s799ms.png,0.0,0.0,1.0,1.0,train
2020-09-24-1,969902877s255ms.jpg,969902877s255ms.png,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-1,970325705s811ms.jpg,970325705s811ms.png,1.0,1.0,2.0,3.0,train
2020-09-24-3,969905479s194ms.jpg,969905479s194ms.png,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-3,970328469s712ms.jpg,970328469s712ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902186s231ms.jpg,969902186s231ms.png,0.0,1.0,1.0,2.0,train
2020-09-24-3,969905150s165ms.jpg,969905150s165ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328424s700ms.jpg,970328424s700ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902416s227ms.jpg,969902416s227ms.png,1.0,1.0,2.0,3.0,train
2020-10-02-10-17-05-3,970588178s265ms.jpg,970588178s265ms.png,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-3,970329224s699ms.jpg,970329224s699ms.png,0.0,0.0,1.0,1.0,train
2020-09-24-3,969905203s185ms.jpg,969905203s185ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970328602s711ms.jpg,970328602s711ms.png,0.0,1.0,1.0,1.0,train
2020-09-24-3,969905217s166ms.jpg,969905217s166ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970328767s710ms.jpg,970328767s710ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970326041s814ms.jpg,970326041s814ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902785s229ms.jpg,969902785s229ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328536s712ms.jpg,970328536s712ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-2,970326987s210ms.jpg,970326987s210ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970328270s713ms.jpg,970328270s713ms.png,1.0,1.0,2.0,3.0,train
2020-10-02-10-17-05-3,970588273s260ms.jpg,970588273s260ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902073s251ms.jpg,969902073s251ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970325660s800ms.jpg,970325660s800ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328285s695ms.jpg,970328285s695ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970328734s710ms.jpg,970328734s710ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-2,970326778s202ms.jpg,970326778s202ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-2,970328138s227ms.jpg,970328138s227ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-2,970328198s220ms.jpg,970328198s220ms.png,1.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970325807s813ms.jpg,970325807s813ms.png,1.0,1.0,2.0,2.0,train
2020-07-28-06-01-11,964868639s725ms.jpg,964868639s725ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-3,969905531s179ms.jpg,969905531s179ms.png,1.0,1.0,2.0,2.0,train
2020-09-24-3,969905312s194ms.jpg,969905312s194ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902329s240ms.jpg,969902329s240ms.png,1.0,1.0,2.0,3.0,train
2020-09-24-1,969901876s255ms.jpg,969901876s255ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-3,969905272s187ms.jpg,969905272s187ms.png,0.0,1.0,1.0,1.0,train
2020-09-24-1,969902063s241ms.jpg,969902063s241ms.png,0.0,0.0,1.0,1.0,train
2020-09-24-3,969905222s170ms.jpg,969905222s170ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970329016s692ms.jpg,970329016s692ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970329232s707ms.jpg,970329232s707ms.png,0.0,1.0,1.0,2.0,train
2020-09-24-3,969905292s174ms.jpg,969905292s174ms.png,1.0,1.0,2.0,2.0,train
2020-09-24-1,969902909s253ms.jpg,969902909s253ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-3,970328540s716ms.jpg,970328540s716ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-3,970329171s713ms.jpg,970329171s713ms.png,0.0,0.0,0.0,0.0,train
2020-10-02-10-17-05-3,970588286s273ms.jpg,970588286s273ms.png,0.0,0.0,0.0,0.0,train
2020-10-02-10-17-05-3,970588205s259ms.jpg,970588205s259ms.png,0.0,1.0,1.0,1.0,train
2020-10-02-10-17-05-3,970588239s259ms.jpg,970588239s259ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902865s243ms.jpg,969902865s243ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970326727s799ms.jpg,970326727s799ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970325915s788ms.jpg,970325915s788ms.png,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-1,970326442s781ms.jpg,970326442s781ms.png,0.0,1.0,1.0,2.0,train
2020-09-24-1,969902576s254ms.jpg,969902576s254ms.png,0.0,0.0,0.0,1.0,train
2020-09-23-VIRB0004,969830820s214ms.jpg,969830820s214ms.png,1.0,2.0,3.0,3.0,train
2020-09-29-09-46-42-3,970329145s687ms.jpg,970329145s687ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328949s691ms.jpg,970328949s691ms.png,1.0,2.0,3.0,3.0,train
2020-09-29-09-46-42-3,970329085s694ms.jpg,970329085s694ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-2,970326833s223ms.jpg,970326833s223ms.png,1.0,1.0,2.0,2.0,train
2020-09-29-09-46-42-3,970328298s708ms.jpg,970328298s708ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-2,970326997s220ms.jpg,970326997s220ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-3,969905056s171ms.jpg,969905056s171ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902839s250ms.jpg,969902839s250ms.png,1.0,2.0,2.0,3.0,train
2020-09-24-1,969902262s240ms.jpg,969902262s240ms.png,0.0,1.0,1.0,2.0,train
2020-07-28-06-01-11,964868800s719ms.jpg,964868800s719ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970326336s808ms.jpg,970326336s808ms.png,1.0,1.0,2.0,2.0,train
2020-09-24-1,969902926s237ms.jpg,969902926s237ms.png,1.0,1.0,2.0,2.0,train
2020-09-29-09-46-42-1,970326196s802ms.jpg,970326196s802ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970326208s780ms.jpg,970326208s780ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970326753s792ms.jpg,970326753s792ms.png,1.0,2.0,3.0,3.0,train
2020-09-29-09-46-42-1,970326705s810ms.jpg,970326705s810ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970329155s697ms.jpg,970329155s697ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969901905s250ms.jpg,969901905s250ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328898s707ms.jpg,970328898s707ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-3,970328268s711ms.jpg,970328268s711ms.png,0.0,1.0,1.0,2.0,train
2020-09-24-1,969902670s248ms.jpg,969902670s248ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902461s239ms.jpg,969902461s239ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970325516s789ms.jpg,970325516s789ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328534s710ms.jpg,970328534s710ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970326181s787ms.jpg,970326181s787ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970325937s810ms.jpg,970325937s810ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970326682s787ms.jpg,970326682s787ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-3,969904891s173ms.jpg,969904891s173ms.png,1.0,2.0,2.0,3.0,train
2020-09-24-1,969902021s233ms.jpg,969902021s233ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-1,970326137s809ms.jpg,970326137s809ms.png,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-1,970325746s785ms.jpg,970325746s785ms.png,0.0,1.0,1.0,2.0,train
2020-09-24-3,969905395s177ms.jpg,969905395s177ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328662s705ms.jpg,970328662s705ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970326040s813ms.jpg,970326040s813ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902056s234ms.jpg,969902056s234ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-3,969904783s165ms.jpg,969904783s165ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902421s232ms.jpg,969902421s232ms.png,1.0,1.0,1.0,2.0,train
2020-09-24-3,969905282s164ms.jpg,969905282s164ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970329060s702ms.jpg,970329060s702ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970329005s714ms.jpg,970329005s714ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-3,969905005s187ms.jpg,969905005s187ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970326322s794ms.jpg,970326322s794ms.png,0.0,1.0,1.0,1.0,train
2020-09-24-1,969902808s252ms.jpg,969902808s252ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328500s709ms.jpg,970328500s709ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-1,970326380s786ms.jpg,970326380s786ms.png,0.0,1.0,1.0,2.0,train
2020-10-02-10-17-05-3,970588292s245ms.jpg,970588292s245ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970325536s809ms.jpg,970325536s809ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328546s689ms.jpg,970328546s689ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970328645s688ms.jpg,970328645s688ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902381s226ms.jpg,969902381s226ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970326108s780ms.jpg,970326108s780ms.png,1.0,2.0,2.0,3.0,train
2020-10-02-10-17-05-3,970588390s243ms.jpg,970588390s243ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328334s710ms.jpg,970328334s710ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902770s248ms.jpg,969902770s248ms.png,0.0,0.0,1.0,1.0,train
2020-09-24-1,969902702s246ms.jpg,969902702s246ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-1,970325784s790ms.jpg,970325784s790ms.png,1.0,1.0,1.0,2.0,train
2020-09-24-3,969905216s165ms.jpg,969905216s165ms.png,1.0,1.0,2.0,2.0,train
2020-09-29-09-46-42-2,970328179s201ms.jpg,970328179s201ms.png,1.0,1.0,2.0,3.0,train
2020-09-24-3,969904886s168ms.jpg,969904886s168ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-1,970325554s794ms.jpg,970325554s794ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902360s238ms.jpg,969902360s238ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-3,969905241s190ms.jpg,969905241s190ms.png,0.0,0.0,1.0,1.0,train
2020-10-02-10-17-05-3,970588136s256ms.jpg,970588136s256ms.png,1.0,1.0,2.0,3.0,train
2020-09-24-3,969905508s190ms.jpg,969905508s190ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328839s715ms.jpg,970328839s715ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970325519s792ms.jpg,970325519s792ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902398s243ms.jpg,969902398s243ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970328922s698ms.jpg,970328922s698ms.png,0.0,1.0,1.0,2.0,train
2020-09-24-3,969905548s196ms.jpg,969905548s196ms.png,0.0,0.0,0.0,1.0,train
2020-10-02-10-17-05-3,970588199s253ms.jpg,970588199s253ms.png,0.0,0.0,1.0,1.0,train
2020-09-24-3,969905194s176ms.jpg,969905194s176ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328374s717ms.jpg,970328374s717ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328869s711ms.jpg,970328869s711ms.png,1.0,2.0,2.0,3.0,train
2020-09-29-09-46-42-3,970328871s713ms.jpg,970328871s713ms.png,1.0,1.0,2.0,3.0,train
2020-09-24-3,969905336s184ms.jpg,969905336s184ms.png,0.0,1.0,1.0,2.0,train
2020-10-02-10-17-05-3,970588203s257ms.jpg,970588203s257ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-3,969905284s166ms.jpg,969905284s166ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970325539s812ms.jpg,970325539s812ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328351s694ms.jpg,970328351s694ms.png,0.0,0.0,0.0,0.0,train
2020-10-02-10-17-05-3,970588271s258ms.jpg,970588271s258ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-1,970325933s806ms.jpg,970325933s806ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970325710s783ms.jpg,970325710s783ms.png,1.0,2.0,3.0,3.0,train
2020-09-29-09-46-42-3,970328320s696ms.jpg,970328320s696ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970326330s802ms.jpg,970326330s802ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970325651s791ms.jpg,970325651s791ms.png,0.0,1.0,1.0,2.0,train
2020-10-02-10-17-05-3,970588445s265ms.jpg,970588445s265ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970328544s687ms.jpg,970328544s687ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969901903s248ms.jpg,969901903s248ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-2,970326922s212ms.jpg,970326922s212ms.png,1.0,2.0,3.0,3.0,train
2020-09-29-09-46-42-2,970328209s231ms.jpg,970328209s231ms.png,1.0,2.0,3.0,3.0,train
2020-09-24-1,969901983s228ms.jpg,969901983s228ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-3,969905547s195ms.jpg,969905547s195ms.png,1.0,1.0,1.0,2.0,train
